"from","to","time","train"
"LBZ","HML","900","MKC > EUS"
"LBZ","TRI","600","MKC > ECR"
"LCK","BBW","180","HUD > SHF"
"LCK","HUD","600","SHF > HUD"
"LCN","CLM","840","GMB > NNG"
"LCN","HKM","480","LCN > LEI"
"LCN","MGM","720","LCN > PBO"
"LCN","MKR","960","NNG > GMB"
"LCN","NNG","1500","LCN > KGX"
"LCN","SXY","480","SLR > DON"
"LDS","APY","540","LDS > BDQ"
"LDS","BLE","480","SBY > MCV"
"LDS","BUY","240","LDS > YRK"
"LDS","COT","360","LDS > HUD"
"LDS","CRG","360","PRE > YRK"
"LDS","DEW","600","SCA > LIV"
"LDS","GRF","480","MIA > MBR"
"LDS","HUD","1020","MBR > MIA"
"LDS","KLF","360","LDS > ILK"
"LDS","NPD","540","YRK > PRE"
"LDS","OUT","540","LDS > DON"
"LDS","SBY","1200","MAN > HUL"
"LDS","SHY","660","LDS > SKI"
"LDS","WDS","540","LDS > KNO"
"LDS","WKF","720","HGT > KGX"
"LDS","WKK","960","LDS > SHF"
"LDS","YRK","1440","LIV > SCA"
"LEA","HLN","300","SEV > BDM"
"LEA","LUT","240","BDM > TBD"
"LEB","SRA","600","BIS > SRA"
"LEB","TOM","420","SRA > BIS"
"LED","CWL","360","HFD > BHM"
"LED","HFD","1140","PAD > HFD"
"LEE","HGR","180","CRY > CHX"
"LEE","MTG","180","CHX > GRV"
"LEG","RNH","180","MIA > LIV"
"LEG","SHJ","180","LIV > WBQ"
"LEH","MGN","180","BHM > NMP"
"LEH","SCF","180","EUS > BHM"
"LEI","DBY","1320","STP > SHF"
"LEI","EMD","960","STP > NOT"
"LEI","MHR","780","DBY > STP"
"LEI","NBR","540","LEI > BHM"
"LEI","NUN","1080","SSD > BHM"
"LEI","STP","4200","SHF > STP"
"LEI","SYS","420","LEI > LCN"
"LEL","CBB","360","PNZ > SIV"
"LEL","LTS","120","SIV > SER"
"LEL","SER","300","SIV > PNZ"
"LEM","LER","540","WHC > BKG"
"LEM","WHC","720","BKG > WHC"
"LEN","CHG","300","VIC > AFK"
"LEN","HRM","180","CBW > VIC"
"LER","LEM","600","BKG > WHC"
"LER","WNP","420","WHC > BKG"
"LET","BDK","180","KGX > CBG"
"LET","HIT","300","CBG > KGX"
"LET","KGX","1740","KLN > KGX"
"LEW","BKH","180","VIC > DFD"
"LEW","LBG","540","GLM > CHX"
"LEW","NHD","300","DFD > VIC"
"LEY","BSV","300","PRE > HUD"
"LEY","EBA","300","PRE > LIV"
"LEY","PRE","480","HAZ > PRE"
"LFD","DMS","180","VIC > EGR"
"LFD","HUR","480","EGR > VIC"
"LGD","BDA","240","GYM > NRW"
"LGE","ATB","420","MAT > NCT"
"LGE","DBY","600","NOT > BHM"
"LGE","EMD","240","SHF > STP"
"LGE","LBO","480","DBY > STP"
"LGE","SPO","420","NCT > MAT"
"LGF","BMS","780","RAM > VIC"
"LGF","FNR","240","GLM > VIC"
"LGF","MEP","240","VIC > RTR"
"LGG","ROW","180","SAV > SBJ"
"LGG","SGB","180","WOF > WTE"
"LGJ","EPH","240","SUO > BDM"
"LGJ","HNH","180","LUT > SUO"
"LGK","MSK","120","BIA > SLB"
"LGK","RCE","180","SLB > DAR"
"LGM","ALF","480","NOT > LDS"
"LGM","ILN","240","LDS > NOT"
"LGN","BYB","360","CRE > DBY"
"LGN","SOT","300","DBY > CRE"
"LGW","APP","840","CAR > LDS"
"LHD","AHD","240","GLD > VIC"
"LHD","DKG","360","VIC > HRH"
"LHM","DNY","420","WTB > MBR"
"LHO","RGW","240","CLH > MCV"
"LHO","WHE","240","MCV > CLH"
"LIC","BKT","420","LTV > LOB"
"LIC","LTV","300","RDC > LTV"
"LIC","SEN","300","LTV > RDC"
"LID","MLB","180","BLY > BDM"
"LID","RID","240","BDM > BLY"
"LIH","PHR","240","TON > VIC"
"LIH","TON","300","LBG > TON"
"LIP","HSL","360","PMS > WAT"
"LIP","LIS","360","GLD > PMS"
"LIS","LIP","420","PMS > WAT"
"LIS","PTR","300","GLD > PMS"
"LIT","ANG","540","LIT > VIC"
"LIT","FOD","240","LIT > PMS"
"LIV","EDG","240","LIV > WGN"
"LIV","HUY","540","LIV > PRE"
"LIV","LPY","600","LIV > SCA"
"LIV","LVC","120","ELP > ELP"
"LIV","MCV","2220","LIV > NCL"
"LIV","MSH","480","LIV > MCO"
"LIV","RUN","900","LIV > EUS"
"LIV","WAV","360","LIV > MIA"
"LKE","SAN","120","SHN > RYP"
"LKE","SHN","180","RYP > SHN"
"LMR","HFX","480","SBY > HUD"
"LMS","BAN","1020","KID > MYB"
"LMS","BHM","1680","WIN > NCL"
"LMS","COV","600","BMH > MAN"
"LMS","WRW","240","MYB > BSW"
"LNG","SNG","120","WAT > RDG"
"LNG","VIR","360","RDG > WAT"
"LNY","IVR","180","RDG > PAD"
"LNY","SLO","240","PAD > RDG"
"LNY","WDT","240","SLO > PAD"
"LOB","BTG","240","LTV > RDC"
"LOB","NFD","120","RDC > LTV"
"LOH","BMB","180","PRE > CNE"
"LOH","PRE","660","CNE > PRE"
"LOO","SDP","300","LOO > LSK"
"LOT","BON","300","PRE > HUD"
"LOT","HWI","240","HAZ > PRE"
"LOW","BUJ","240","NCT > MAT"
"LOW","FSK","420","MAT > NCT"
"LOW","THU","240","NOT > NCT"
"LPR","GIG","420","LDS > MCM"
"LPT","KDG","300","DBY > CRE"
"LPT","SOT","240","CRE > DBY"
"LPW","DDG","240","LMS > WOS"
"LPY","CSG","180","HNX > SOP"
"LPY","HNX","300","SOP > HNX"
"LPY","LIV","660","WSL > LIV"
"LPY","RUN","480","LIV > BHM"
"LPY","WAC","720","LIV > SCA"
"LPY","WSA","180","MCO > LIV"
"LRB","BTN","180","ORE > BTN"
"LRB","MCB","120","BTN > SEF"
"LRD","CLA","300","GLD > WAT"
"LRD","GLD","540","WAT > GLD"
"LSK","COE","360","LSK > LOO"
"LSK","SGM","600","PNZ > PAD"
"LSW","BID","180","WKI > WKI"
"LSW","MRT","120","WKI > WKI"
"LSY","CFB","180","HYS > CHX"
"LSY","NBC","120","CHX > HYS"
"LTG","NWI","240","MAN > CTR"
"LTG","PLM","180","CTR > SPT"
"LTK","AYS","780","PRR > AYS"
"LTK","MRS","180","AYS > PRR"
"LTL","SMB","180","BBN > WGW"
"LTL","TOD","420","WGW > BBN"
"LTM","AFV","300","PRE > BPS"
"LTM","PRE","2100","BPS > PRE"
"LTN","HPD","360","BDM > TBD"
"LTN","LUT","240","ORP > LUT"
"LTP","DOW","540","KGX > KLN"
"LTP","ELY","480","KLN > KGX"
"LTS","LEL","60","PNZ > SIV"
"LTS","SER","240","SIV > SER"
"LTT","HOO","240","ELP > ELP"
"LTT","OVE","120","ELP > ELP"
"LTV","LIC","180","LTV > RDC"
"LTV","RGL","420","EUS > CRE"
"LTV","TAM","360","CRE > EUS"
"LUT","BDM","840","STP > COR"
"LUT","HPD","360","BDM > SUO"
"LUT","LEA","240","SEV > BDM"
"LUT","LTN","120","BDM > TBD"
"LUT","STP","1560","DBY > STP"
"LUX","BGL","360","PAR > NQY"
"LVC","BRW","180","SOP > HNX"
"LVC","LVJ","120","ELP > ELP"
"LVC","MRF","120","HNX > SOP"
"LVJ","BKQ","180","ELP > ELP"
"LVJ","MRF","60","ELP > ELP"
"LVM","HTC","180","PRE > HAZ"
"LVM","MAN","480","MAC > MAN"
"LVN","FGT","240","HRH > RDH"
"LVN","HRH","240","LBG > HRH"
"LVN","IFI","420","HRH > VIC"
"LWH","BRI","300","GMV > WSB"
"LWH","SRD","120","TAU > BPW"
"LWS","BTN","780","AFK > BTN"
"LWS","CBR","300","ORE > HHE"
"LWS","FMR","420","ORE > BTN"
"LWS","GLY","300","BTN > ORE"
"LWS","NVN","540","BTN > SEF"
"LWS","PLG","720","VIC > HGS"
"LWS","WVF","780","SEF > VIC"
"LWT","OUN","300","LWT > NRW"
"LWT","OUS","360","LWT > IPS"
"LYC","EXN","60","EXM > PGN"
"LYC","LYM","180","PGN > EXM"
"LYE","CRA","180","WOF > WTE"
"LYE","SBJ","240","SAV > SBJ"
"LYM","EXM","420","PGN > EXM"
"LYM","LYC","120","EXM > PGN"
"LZB","LGW","360","CAR > LDS"
"MAC","CNG","420","MAN > SOT"
"MAC","PRB","240","SOT > MAN"
"MAC","SOT","900","MAN > EUS"
"MAC","SPT","660","BMH > MAN"
"MAG","ORN","180","OMS > LVC"
"MAG","TWN","240","LVC > OMS"
"MAI","FZP","240","MAI > BNE"
"MAI","PAD","2040","MAI > PAD"
"MAI","TAP","240","RDG > PAD"
"MAI","TWY","480","PAD > RDG"
"MAL","MOT","240","CSS > WAT"
"MAL","TOL","180","WAT > CSS"
"MAN","ABY","240","MAN > MPL"
"MAN","GUI","480","MAN > RSH"
"MAN","HUD","1680","MIA > YRK"
"MAN","LVM","420","PRE > HAZ"
"MAN","MAC","1260","MAN > MAC"
"MAN","MAU","480","MAN > MIA"
"MAN","MCO","180","NRW > LIV"
"MAN","MIA","1020","SOP > MIA"
"MAN","RML","720","MAN > NMC"
"MAN","SPT","600","LIV > NRW"
"MAN","SYB","780","LIV > SCA"
"MAO","ACT","240","RDG > WAT"
"MAO","BCE","180","WAT > RDG"
"MAR","BSR","300","VIC > RAM"
"MAR","WGA","240","RAM > VIC"
"MAS","CRM","600","NCL > MPT"
"MAS","NCL","180","MPT > NCL"
"MAT","MTB","120","MAT > NCT"
"MAU","BNA","120","MAN > MIA"
"MAU","MAN","480","MIA > MAN"
"MBK","RDB","180","ROM > SAL"
"MBK","SOU","120","SAL > ROM"
"MBR","SBK","240","BIA > SLB"
"MBR","TBY","300","SLB > DAR"
"MCB","FMR","240","BTN > SEF"
"MCB","LRB","180","ORE > BTN"
"MCE","BLO","240","MBR > HEX"
"MCE","NCL","720","HEX > MBR"
"MCE","WYM","480","NCL > CAR"
"MCH","MNE","420","PBO > IPS"
"MCH","PBO","1080","SSD > BHM"
"MCH","WLE","660","IPS > PBO"
"MCM","BAR","240","MCM > LAN"
"MCO","BON","780","MIA > PRE"
"MCO","BWD","780","SCA > LIV"
"MCO","DGT","120","HAZ > PRE"
"MCO","MAN","180","SOP > MIA"
"MCO","NLW","1200","MIA > LIV"
"MCO","WAC","960","NRW > LIV"
"MCV","AHN","540","KIR > SYB"
"MCV","ECC","420","MCV > LIV"
"MCV","HUD","1740","LIV > NCL"
"MCV","LIV","1980","NCL > LIV"
"MCV","MIH","540","WGW > BBN"
"MCV","RCD","780","MCV > LDS"
"MCV","SFD","180","BBN > WGW"
"MDB","AYL","300","TON > SOO"
"MDB","MDW","120","SOO > TON"
"MDE","BMG","300","CBW > VIC"
"MDE","BSD","300","VIC > AFK"
"MDG","AMT","180","NBY > RDG"
"MDG","THA","300","MAI > NBY"
"MDN","CNO","480","WEY > BRI"
"MDN","DCW","600","GCR > WEY"
"MDS","SIH","120","LUT > SUO"
"MDS","SMO","120","SUO > BDM"
"MDW","EFL","180","SOO > TON"
"MDW","MDB","120","TON > SOO"
"MEC","BCB","480","SOP > MIA"
"MEC","SOP","480","MCV > SOP"
"MEL","RYS","300","CBG > KGX"
"MEL","STH","180","KGX > CBG"
"MEO","MNR","120","WKI > WKI"
"MEO","MRT","180","WKI > WKI"
"MEP","LGF","240","RAM > VIC"
"MEP","RTR","600","VIC > RAM"
"MEP","SOR","120","VIC > RTR"
"MES","WCM","420","IPS > LWT"
"MES","WDB","300","LWT > IPS"
"MEX","CNS","240","LCN > AWK"
"MEX","SWN","180","SCU > SHF"
"MFT","MSW","240","NOT > WRK"
"MFT","SPK","300","WRK > NOT"
"MGM","LCN","960","PBO > LCN"
"MGM","RKT","540","LCN > PBO"
"MGN","BHI","180","BHM > NMP"
"MGN","BHM","600","NMP > BHM"
"MGN","LEH","180","EUS > BHM"
"MHM","CDS","300","HRH > VIC"
"MHM","RDH","240","BDM > TBD"
"MHR","KET","540","DBY > STP"
"MHR","LEI","840","STP > NOT"
"MHS","BNY","1080","NOT > LDS"
"MHS","CLN","360","SHF > LDS"
"MHS","DON","1140","MIA > CLE"
"MHS","RMC","360","LCN > AWK"
"MHS","SHF","420","HUD > SHF"
"MIA","GTY","300","MIA > PRE"
"MIA","HDG","240","MIA > SOP"
"MIA","MAN","960","MIA > YRK"
"MIA","SYA","360","MAN > CRE"
"MIH","CAS","300","WGW > BBN"
"MIH","MCV","660","BBN > WGW"
"MIJ","HCB","180","SAC > SUO"
"MIJ","MTC","180","GLD > VIC"
"MIK","EGF","240","YRK > LDS"
"MIK","YRK","1020","PRE > YRK"
"MIL","ELS","240","SEV > SAC"
"MIL","HEN","180","SAC > SUO"
"MIL","WHP","420","LUT > SUO"
"MIM","EVE","900","OXF > GMV"
"MIM","HYB","660","PAD > HFD"
"MIM","KGM","480","WOF > PAD"
"MIR","DHN","480","LDS > HUD"
"MIR","RVN","180","HBD > LDS"
"MIR","WKK","900","BDI > KGX"
"MIS","IPS","900","HPQ > CBG"
"MKC","BLY","240","NMP > EUS"
"MKC","CRE","3840","EUS > MAN"
"MKC","EUS","2100","CRE > EUS"
"MKC","NMP","900","EUS > BHM"
"MKC","RUG","1320","EUS > CRE"
"MKC","STA","2940","EUS > LIV"
"MKC","WFJ","1380","BHM > EUS"
"MKC","WOL","240","EUS > NMP"
"MKM","CPM","660","WSB > SWI"
"MKM","TRO","1020","SWI > WSB"
"MKR","BTB","1020","NNG > GMB"
"MKR","LCN","1140","GMB > NNG"
"MKT","SUY","960","MKT > SUY"
"MLB","LID","240","BDM > BLY"
"MLB","SWR","180","BLY > BDM"
"MLD","CTR","780","MAN > CTR"
"MLD","DLM","300","CTR > SPT"
"MLF","WTY","240","WAT > HSL"
"MLH","BBN","240","PRE > CNE"
"MLH","CYT","120","CNE > PRE"
"MLM","GNR","360","CAR > BIF"
"MLM","SIC","240","BIF > CAR"
"MLT","SEM","1020","LIV > SCA"
"MLT","YRK","1500","SCA > LIV"
"MLW","BNE","420","MLW > BNE"
"MLY","BTL","300","LDS > HUD"
"MLY","COT","240","HBD > LDS"
"MMO","EMD","1740","COR > DBY"
"MMO","LEI","960","SSD > BHM"
"MNE","ELY","840","PBO > IPS"
"MNE","MCH","420","IPS > PBO"
"MNG","COL","600","IPS > COL"
"MNN","BUW","120","BDQ > ILK"
"MNN","GSY","180","ILK > LDS"
"MNR","HYK","120","WKI > WKI"
"MNR","MEO","120","WKI > WKI"
"MOB","ASY","180","CTR > SPT"
"MOB","KNF","300","MAN > CTR"
"MOR","BMY","300","RDG > BSK"
"MOR","RDW","540","BSK > RDG"
"MOS","LTM","720","PRE > BPS"
"MOT","MAL","180","WAT > CSS"
"MOT","RAY","240","EPS > WAT"
"MPL","NMC","360","MAN > NMC"
"MPL","RML","180","SHF > MAN"
"MPT","CRM","480","MPT > NCL"
"MRD","COP","240","BNP > EXM"
"MRD","EGG","720","EXM > BNP"
"MRF","LIV","120","ELP > ELP"
"MRF","LVC","120","SOP > LVC"
"MRF","SDL","240","HNX > SOP"
"MRN","PDW","360","RAM > CHX"
"MRN","SPU","180","CHX > DVP"
"MRP","PFR","540","SHF > YRK"
"MRS","LTK","180","PRR > AYS"
"MRS","PRR","300","AYS > PRR"
"MRT","LSW","120","WKI > WKI"
"MRT","MEO","240","WKI > WKI"
"MRY","ASP","540","BIF > CAR"
"MRY","FLM","180","CAR > WTH"
"MSD","SNN","120","KIR > SYB"
"MSD","WKD","240","MCV > KIR"
"MSH","EDG","300","MCO > LIV"
"MSH","WSA","180","LIV > MCO"
"MSK","LGK","120","SLB > DAR"
"MSK","SLB","480","BIA > SLB"
"MSL","GNF","240","PRE > HUD"
"MSL","SYB","240","HUD > WGW"
"MSN","GNF","480","HUD > WGW"
"MSN","SWT","240","PRE > HUD"
"MSR","RAM","420","CHX > RAM"
"MSR","SDW","420","RAM > CHX"
"MSR","STU","660","RAM > AFK"
"MSS","BON","180","BBN > WGW"
"MSS","FNW","120","WGW > MCV"
"MSW","MFT","180","WRK > NOT"
"MSW","SHB","420","NOT > WRK"
"MTB","CMF","180","MAT > NCT"
"MTB","MAT","300","NCT > MAT"
"MTC","BAL","420","GLD > VIC"
"MTC","MIJ","180","SAC > SUO"
"MTC","STE","360","WIM > LBG"
"MTG","LEE","180","CRY > CHX"
"MTG","NEH","180","CHX > GRV"
"MTL","BNS","180","SHP > WAT"
"MTL","NSH","120","WAT > WAT"
"MTM","DVP","480","RAM > CHX"
"MTN","WOO","300","WEY > WAT"
"MTO","JCH","120","WTB > MBR"
"MTP","RDA","120","BRI > AVN"
"MTP","SRD","360","AVN > BRI"
"MVL","GMV","420","SOU > GMV"
"MVL","WOF","540","HFD > BHM"
"MYB","BAN","3180","MYB > BSW"
"MYB","DGC","1020","MYB > BAN"
"MYB","GER","1200","MYB > PRR"
"MYB","HOH","720","MYB > AVP"
"MYB","HWY","1440","MYB > OXF"
"MYB","SRU","900","MYB > HWY"
"MYB","WCX","540","MYB > GER"
"MYB","WRU","840","MYB > AYS"
"MYT","HBD","180","LDS > MCV"
"MYT","SOW","300","HBD > LDS"
"NAY","HEI","180","BIA > SLB"
"NAY","SHD","240","SLB > BIA"
"NBA","OKL","120","WGC > KGX"
"NBC","CLK","120","CHX > HYS"
"NBC","LSY","120","HYS > CHX"
"NBN","WLG","240","NBN > NBN"
"NBR","HNK","480","LEI > BHM"
"NBR","SWS","300","BHM > LEI"
"NBT","KNG","180","WAT > SHP"
"NBT","NEM","240","WAT > WAT"
"NBY","KIT","360","RDG > BDW"
"NBY","NRC","120","NBY > RDG"
"NBY","THA","300","BDW > PAD"
"NCE","CLE","300","BAU > CLE"
"NCE","GMD","180","CLE > BAU"
"NCL","CLS","540","NCL > LIV"
"NCL","HEW","360","HEX > MBR"
"NCL","MAS","120","NCL > MPT"
"NCL","MCE","420","MBR > HEX"
"NCM","ASH","180","RDG > SFR"
"NCM","BAW","360","RDH > RDG"
"NCM","FNN","180","SFR > RDG"
"NCO","DIG","120","EXM > PGN"
"NCO","TOP","180","PGN > EXM"
"NCT","LCN","1620","LEI > LCN"
"NCT","NOT","1500","LCN > LEI"
"NCT","ROL","360","NCT > MAT"
"NDL","EDW","120","WIM > LBG"
"NDL","TUH","240","LBG > WIM"
"NEH","MTG","180","CRY > CHX"
"NEH","SID","180","CHX > GRV"
"NEL","BRF","180","CNE > PRE"
"NEL","CNE","600","PRE > CNE"
"NEM","BRS","120","WAT > HMC"
"NEM","NBT","180","WAT > SHP"
"NEM","RAY","120","WAT > WAT"
"NEM","WIM","300","GLD > WAT"
"NFA","ALN","300","WIC > SMN"
"NFA","SOF","300","SMN > WIC"
"NFD","KNN","120","RDC > LTV"
"NFD","LOB","180","LTV > RDC"
"NFL","GRV","360","CHX > GRV"
"NFL","SWM","120","GRV > CHX"
"NFN","BDT","840","SHF > BDT"
"NFN","DRF","240","SCA > HUL"
"NGT","RAI","240","DVP > VIC"
"NGT","SIT","300","VIC > RAM"
"NHD","CFT","180","LUT > SEV"
"NHD","LEW","540","VIC > DFD"
"NHD","PMR","180","SEV > WHP"
"NHE","AYL","180","SOO > TON"
"NHE","SDA","180","TON > SOO"
"NHL","BAV","180","CLE > BAU"
"NHL","GOX","300","BAU > CLE"
"NLN","BES","240","MCV > SOP"
"NLS","BRI","600","PGN > PAD"
"NLS","PSN","420","TAU > BPW"
"NLS","YAT","300","BPW > TAU"
"NLT","MYB","1140","GER > MYB"
"NLT","SDH","180","WRU > MYB"
"NLT","WRU","300","MYB > GER"
"NLW","ERL","120","MCV > LIV"
"NLW","MCO","1380","CTR > MAN"
"NLW","PAT","720","LIV > MCV"
"NLW","SHJ","300","MIA > LIV"
"NMC","MPL","300","SHF > MAN"
"NMC","SRN","180","NMC > MAN"
"NMK","BSE","1080","CBG > IPS"
"NMK","CBG","1320","IPS > CBG"
"NMK","DUL","300","HPQ > CBG"
"NMN","DSL","240","BUX > MAN"
"NMN","FNV","120","MAN > BUX"
"NMP","LBK","660","EUS > BHM"
"NMP","MKC","840","NMP > EUS"
"NMP","WOL","720","BHM > EUS"
"NMT","IPS","720","CBG > IPS"
"NMT","SMK","300","HPQ > CBG"
"NNG","CLM","540","NNG > LCN"
"NNG","DON","1440","KGX > NCL"
"NNG","PBO","1740","LCN > KGX"
"NNG","RET","840","KGX > YRK"
"NNT","GYP","120","WTB > MBR"
"NOR","CFD","300","SHF > LDS"
"NOT","ALF","1260","NRW > LIV"
"NOT","BEE","300","NCT > MAT"
"NOT","BIN","840","NOT > SKG"
"NOT","BLW","600","NOT > WRK"
"NOT","CTO","360","MAT > NCT"
"NOT","EMD","540","NOT > STP"
"NOT","GRA","1980","LIV > NRW"
"NOT","ILN","780","NOT > LIV"
"NOT","NCT","1500","LEI > LCN"
"NPD","BDI","540","SBY > MCV"
"NPD","BLE","240","MCV > LDS"
"NPD","LDS","540","PRE > YRK"
"NRB","SRC","180","CAT > VIC"
"NRB","TTH","180","MKC > ECR"
"NRC","NBY","360","MAI > NBY"
"NRC","THA","300","NBY > RDG"
"NRD","DAR","240","BIA > SLB"
"NRD","HEI","480","SLB > BIA"
"NRW","BDA","480","NRW > GYM"
"NRW","BGA","420","NRW > LWT"
"NRW","SAH","600","NRW > SHM"
"NRW","TTF","1560","NRW > LIV"
"NRW","WMD","660","NRW > CBG"
"NSB","COB","240","BTN > ORE"
"NSB","PEB","180","HGS > LWS"
"NSB","PEV","300","ORE > BTN"
"NSD","HKN","240","WRK > NOT"
"NSD","KKB","360","NOT > WRK"
"NSG","AAP","180","WGC > KGX"
"NSH","MTL","180","SHP > WAT"
"NSH","RMD","120","WAT > WAT"
"NTA","EXD","1320","PNZ > PAD"
"NTA","TGM","360","PGN > PAD"
"NTA","TQY","600","MAN > PGN"
"NTA","TRR","480","EXM > PGN"
"NTL","HME","120","SOU > PMS"
"NTL","SHO","240","PMH > SOU"
"NTR","DAR","660","LIV > NCL"
"NTR","EAG","1080","KGX > SUN"
"NTR","THI","480","SUN > KGX"
"NTR","YRK","1500","NCL > LIV"
"NTR","YRM","840","MIA > MBR"
"NUF","GDN","360","LBG > TON"
"NUF","RDH","300","TON > VIC"
"NUM","AGR","120","SRA > BIS"
"NUM","TOM","180","BIS > SRA"
"NUN","ATH","360","EUS > CRE"
"NUN","BEP","240","NUN > COV"
"NUN","CEH","900","SSD > BHM"
"NUN","HNK","240","BHM > LEI"
"NUN","RUG","960","CRE > EUS"
"NUN","WFJ","2760","MAN > EUS"
"NUT","BOH","240","SOU > HRH"
"NUT","CCH","360","PMS > LIT"
"NUT","SOB","180","LIT > PMS"
"NVH","BIP","180","BTN > SEF"
"NVH","NVN","120","SEF > VIC"
"NVN","LWS","480","NVN > BTN"
"NVN","NVH","120","BTN > SEF"
"NVN","SEE","240","SEF > VIC"
"NVR","ALT","120","MAN > CTR"
"NVR","SPT","1080","CTR > SPT"
"NWA","GNT","360","NRW > SHM"
"NWA","WRT","300","SHM > NRW"
"NWB","SOK","120","EUS > WFJ"
"NWB","WMB","120","WFJ > EUS"
"NWD","ANZ","180","CAT > LBG"
"NWD","CYP","240","WCY > VIC"
"NWD","ECR","240","LBG > CAT"
"NWD","LBG","1080","TAT > LBG"
"NWD","NXG","420","HRH > LBG"
"NWI","GBK","300","MAN > CTR"
"NWI","LTG","180","CTR > SPT"
"NWM","HNA","240","WAT > POO"
"NWM","SWY","240","POO > WAT"
"NWN","FLF","120","MAN > MAN"
"NWN","GDL","120","MAN > MAN"
"NWX","SQE","240","NWX > DLJ"
"NXG","BCY","120","LBG > VIC"
"NXG","LBG","660","HRH > LBG"
"NXG","NWD","660","LBG > TON"
"OHL","CRA","180","SAV > SBJ"
"OHL","ROW","180","WOF > WTE"
"OKL","NSG","180","WGC > KGX"
"OKM","MMO","600","SSD > BHM"
"OKN","TFC","120","SHR > BHM"
"OKN","WLN","300","BHM > SHR"
"OLF","BTH","180","GMV > WSB"
"OLF","KYN","420","WEY > BRI"
"OLT","ACG","120","LMS > WOS"
"OLT","SOL","180","WOS > DDG"
"OMS","AUG","180","OMS > LVC"
"OMS","BCJ","240","OMS > PRE"
"OPK","AIN","120","LVC > OMS"
"OPK","WAO","120","OMS > LVC"
"ORE","HGS","180","AFK > HGS"
"ORN","AIN","120","OMS > LVC"
"ORN","MAG","180","LVC > OMS"
"ORP","CLD","180","CHX > SEV"
"ORP","LBG","1080","ORE > CHX"
"ORP","PET","180","SEV > CHX"
"ORR","PEM","180","KIR > SYB"
"ORR","UPL","180","MCV > KIR"
"OTF","BBL","300","LUT > SEV"
"OTF","KMS","300","VIC > AFK"
"OTF","SAY","540","CBW > VIC"
"OTF","SEH","180","SEV > WHP"
"OUN","LWT","360","NRW > LWT"
"OUN","SYT","360","LWT > NRW"
"OUS","BCC","540","LWT > IPS"
"OUS","LWT","600","IPS > LWT"
"OUT","LDS","900","DON > LDS"
"OUT","WKF","240","LDS > DON"
"OVE","ELP","360","ELP > ELP"
"OVE","LTT","120","ELP > ELP"
"OVR","BSK","480","GIL > WAT"
"OVR","WCH","300","WAT > SAL"
"OXF","BAN","1020","BMH > MAN"
"OXF","DID","720","OXF > PAD"
"OXF","HND","600","PAD > HFD"
"OXF","OXP","420","OXF > MYB"
"OXF","RDG","1440","MAN > BMH"
"OXF","TAC","480","PAD > BAN"
"OXN","KEN","240","OXN > WDM"
"OXP","BIT","480","OXF > MYB"
"OXP","OXF","720","MYB > OXF"
"OXS","CLG","180","GLD > WAT"
"OXS","CSD","240","WAT > GLD"
"OXT","ECR","780","UCK > LBG"
"OXT","HUR","180","VIC > EGR"
"OXT","WOH","300","EGR > VIC"
"PAD","AML","360","PAD > HAY"
"PAD","EAL","480","PAD > RDG"
"PAD","RDG","1620","PAD > PGN"
"PAD","SLO","840","PAD > HFD"
"PAN","GOR","300","PAD > OXF"
"PAR","BOD","600","PNZ > PAD"
"PAR","LUX","660","PAR > NQY"
"PAT","ECC","240","LIV > MCV"
"PAT","NLW","660","MCV > LIV"
"PBL","APB","240","SOP > MIA"
"PBL","BCB","300","MIA > SOP"
"PBL","HSC","180","MCV > SOP"
"PBO","ELY","1920","LIV > NRW"
"PBO","GRA","1800","NRW > LIV"
"PBO","HUN","840","PBO > KGX"
"PBO","NNG","1620","KGX > NCL"
"PBO","SMD","720","SSD > BHM"
"PBO","SPA","1380","PBO > SPA"
"PBO","SVG","1740","LCN > KGX"
"PBO","WLE","480","PBO > IPS"
"PBR","FPK","720","LET > KGX"
"PBR","HAT","420","KGX > WGC"
"PBR","NBA","240","WGC > KGX"
"PDG","WAC","240","MCO > LIV"
"PDW","BEG","240","TON > SOO"
"PDW","MRN","360","CHX > DVP"
"PDW","TON","480","RAM > CHX"
"PEA","TUT","780","DBY > CRE"
"PEB","NSB","240","EBN > ORE"
"PEB","PEV","180","HGS > LWS"
"PEM","ORR","240","MCV > KIR"
"PEM","WGW","360","KIR > SYB"
"PET","BKL","240","ORP > VIC"
"PET","CIT","180","SEV > CHX"
"PET","ORP","240","VIC > ORP"
"PEV","BEX","480","BTN > AFK"
"PEV","COB","360","VIC > HGS"
"PEV","HMD","240","ORE > BTN"
"PEV","NSB","240","BTN > ORE"
"PEV","PEB","120","EBN > ORE"
"PFM","GLH","300","KNO > LDS"
"PFM","KNO","300","WKK > KNO"
"PFM","POT","180","KNO > WKK"
"PFR","SIE","840","SHF > YRK"
"PFY","KKM","1200","BPN > PRE"
"PFY","LAY","600","PRE > BPN"
"PFY","PRE","2400","PFY > PRE"
"PGN","TQY","300","PGN > PAD"
"PHR","EBR","360","TON > VIC"
"PHR","LIH","180","LBG > TON"
"PIN","CBK","240","EXD > WAT"
"PIN","EXC","240","SAL > EXD"
"PKG","STA","360","WSL > LIV"
"PKG","WVH","660","LIV > BHM"
"PKS","BSM","240","WEY > WAT"
"PKS","POO","240","WAT > POO"
